target_max,target_min,targets_q_0_25,targets_q_0_5,targets_q_0_75,targets_skewness,targets_kurtosis,NumberOfBinaryFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfNumericFeatures,attr_conc_mean,attr_conc_sd,attr_ent_mean,attr_ent_sd,attr_to_inst,cat_to_num,cohesiveness_mean,cohesiveness_sd,cor_mean,cor_sd,cov_mean,cov_sd,eigenvalues_mean,eigenvalues_sd,g_mean_mean,g_mean_sd,h_mean_mean,h_mean_sd,inst_to_attr,iq_range_mean,iq_range_sd,kurtosis_mean,kurtosis_sd,mad_mean,mad_sd,max_mean,max_sd,mean_mean,mean_sd,median_mean,median_sd,min_mean,min_sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,one_itemset_mean,one_itemset_sd,range_mean,range_sd,sd_mean,sd_sd,skewness_mean,skewness_sd,sparsity_mean,sparsity_sd,t2,t3,t4,t_mean_mean,t_mean_sd,two_itemset_mean,two_itemset_sd,var_mean,var_sd,wg_dist_mean,wg_dist_sd,did
3.905,2.533,3.1,3.324,3.481,-0.1681914006826409,-0.2976651863602204,0,1,61,0,1,0.0111666341272198,0.005685223504886,1.1625155893377237,0.5870699505909112,0.0327868852459016,1.0,24.885245901639344,3.612932145574366,0.3710999947044786,0.5446433810260896,1.0768670309653914,0.7849439725375894,1426.343169398907,2470.2044915680035,190.34893915016008,329.69403377491386,189.09294948778023,327.5185958658907,30.5,26.666666666666668,46.18802153517006,-0.1151787135115007,0.0312394353404112,19.768,34.239180364021564,240.66666666666663,415.1148435473409,191.9180327868852,331.5458823920869,190.33333333333331,328.80135847245725,140.0,242.4871130596428,2,1,1,0.3333333333333333,61,1.0,1,2,1.0,0.4,0.2243567052737447,100.66666666666669,172.6277304876981,22.07916599526533,37.52706220221135,0.0168109145220827,1.3671192452531171,0.257051282051282,0.3317962588644569,0.0491803278688524,0.0163934426229508,0.3333333333333333,191.6846846846847,331.1419252788449,0.5,0.1148711346974088,1426.3431693989069,2470.203537962176,0.2199707829370012,0.0855120787780518,190
0.013,-0.014,-0.002,0.001,0.001,-0.1760894978154044,0.6976626774522057,0,5,9517,0,6,0.0074514632203249,0.0083198128826914,3.356808990492047,1.316445962906816,0.0006304507723021,0.0,4755.190291058107,12.883149028383295,0.1279000830822069,0.1263438617482331,0.5645000954686576,1.6331671094710094,112.36993707523855,263.6216374808104,,,,,1586.1666666666667,6.271516666666667,11.990070715457298,0.5765521294411621,1.6386636657820626,5.8846865,11.845490295740268,17.6479,35.94388096213318,-2.098847795173549,5.000975911922722,-1.8163166666666664,4.025319033525997,-19.31745,39.96663812650496,6,0,0,0.0,9517,0.0,6,6,,0.0705882352941176,0.0856263834858255,36.96535,75.90737996884756,5.102080959976472,10.178725280883723,-0.0159010054094447,0.127511986313365,0.0492334372349571,0.0627836154698955,0.0006304507723021,0.000105075128717,0.1666666666666666,-2.1635243185665094,5.072728471463609,0.1380636141209367,0.112772455272444,112.36993707523897,263.58967975054685,0.4383590926822074,0.0753846807251587,198
1.0,0.0,0.01214325,0.036763,0.11846175,2.4140803158277127,4.954986287435103,129,1141,32,0,1013,0.0946859597224936,0.1322686360350607,1.0846357796573425,0.6192637591860753,35.6875,0.0,0.1830623857676983,0.1459395744656365,,,0.011245256737093,0.0131776530955032,0.0426938472399994,0.5865850097126152,,,,,0.0280210157618213,0.1106375422504378,0.1376756338975462,6.934230387097939,8.204798188444938,0.0669234851553415,0.088412700404437,0.8994568537653239,0.3107859735909593,0.2941692811131786,0.2662151814787325,0.2684129649737303,0.3018864438062401,-0.0027297162872154,0.0922466414126982,1142,12,0,0.1971125583451392,32,219.0,1142,937,,0.4023960535588443,0.2395777875526333,0.9021865700525394,0.342866236214417,0.190855393063047,0.0792058057440771,1.2332461442652665,2.347633541864404,0.1653481256262949,0.3018994146800595,35.6875,0.59375,0.0166374781085814,0.2720473793345008,0.2965976035495717,0.4809803654497931,0.1676770215515393,0.0426938472399994,0.0368895311339035,8.477795865493198,2.5383269760890137,420
50.0,5.0,17.025,21.2,25.0,1.1080984082549072,1.495196944165818,0,12,506,0,11,0.1105547302260549,0.0979614911778488,2.3937141937412822,0.7646073141975284,0.025691699604743,0.1818181818181818,126.52173913043478,17.118443580910107,0.2150468059440444,0.2054024910583311,78.4806155172552,513.7439922612409,1821.8281436749385,6783.963033460583,38.04035605210024,103.52345404653288,24.416502722366804,76.79649849140993,38.92307692307692,23.986132738095243,83.95903462243325,6.854678925549275,10.026699070467147,7.922774359999997,23.923269255912,72.20779523809523,170.9392029573101,43.01445089591565,114.13665851728751,40.48811714285714,108.24567428398338,10.004377142857145,40.65202521385338,13,1,2,0.119047619047619,506,0.0,11,16,5.5,0.1604938271604938,0.1198351068417267,62.2034180952381,137.88500249056702,16.279334010783742,40.43082981132456,1.51430389177033,2.377890616231657,0.0540095493652316,0.1369869587104336,0.0415019762845849,0.0039525691699604,0.0952380952380952,42.7293733411654,114.66520203770332,0.2712765957446808,0.127678122566957,1821.8281436749376,6354.259492638928,1.4955047982039449,0.1817098794962581,531
47.5,0.0,12.475,19.2,25.3,0.1463531076334491,-0.3338113932133209,0,13,252,0,13,0.1182184009733233,0.0737786813782916,2.5820517171575026,0.0034749595918962,0.0555555555555555,0.0,116.609623015873,9.760674788019326,0.5240776681119773,0.2589040233881431,20.680348996668133,45.48111962652146,95.06186093165763,293.1551322138848,58.60873211411348,45.99858139254911,58.1812241308089,45.57040009555647,18.0,8.316357142857143,10.062241664965905,6.548216711758984,15.14051741869364,6.072205394999999,7.4817684423556,91.27206428571432,91.0029663901771,59.03975470521542,46.4550094427039,58.4146357142857,45.8307714861064,42.62107142857143,33.10833012647627,14,0,0,0.6043956043956045,252,2.0,14,13,,0.1666666666666666,0.0106693027368624,48.65099285714286,61.40114036112738,6.415272137352658,7.61923689241252,0.2536832994297601,1.723707656714914,0.007416572127496,0.0062925158771278,0.0555555555555555,0.0079365079365079,0.1428571428571428,58.65050977443611,45.88942884427656,0.2777777777777778,0.042505886736537,95.0618609316576,226.51984503232725,0.6560246620001556,0.148788446451914,560
20.0,0.0,0.5,3.0,6.0,1.5438194261570308,3.663388082712297,0,4,345,0,1,0.0406282249077035,0.0342612061248565,2.792904648817133,0.0108824499634824,0.0144927536231884,0.0,170.3144927536232,7.187228768640046,0.2728018294922917,0.2328689597450829,95.31044320862824,122.39519212458352,475.87433771486377,700.4340809107317,46.88301999102215,30.24845485224768,44.24429329926508,31.69828061155886,69.0,16.6,10.4546640309481,6.974076111355629,5.328363840566726,10.67472,5.5868648804137,155.0,84.38898032326259,50.67246376811594,28.14900931609922,46.2,30.605555051330143,20.4,26.1686835740738,5,0,0,0.3,345,0.0,5,5,,0.1428571428571428,0.020718543134445,134.6,97.56690012499116,18.325437028047183,13.231245946902572,1.7026730448156455,1.472553426011446,0.0167745347218158,0.0112876200251174,0.0144927536231884,0.008695652173913,0.6,46.8231884057971,30.418237125203845,0.2448979591836734,0.0289755618454262,475.8743377148635,614.633935794041,0.3465845889021574,0.1294695163880388,8
45400.0,5118.0,7775.0,10295.0,16500.0,1.8096753390980749,3.23153688682952,50,67,201,0,14,0.0730318760013256,0.1402218794854365,0.8089817198026336,0.8487749873746364,0.3383084577114428,0.0,19.88339552238806,3.4973409908857684,0.1313841732947016,0.1557779043619356,66.09253839805179,1547.2291271164231,7412.177728869506,44228.92927750888,,,,,2.9558823529411766,25.663676470588232,124.23504824185066,23.909565906970663,43.29692112845045,18.250325020543904,88.14989780225736,181.96926470588235,931.9688761399068,126.5755612864269,688.1993703881784,124.1468814661543,680.9300698820236,91.03544117647058,531.3622837418784,68,50,0,0.0408252853380158,201,0.0,68,56,,0.3777777777777777,0.3508401741497405,90.93382352941175,428.2544307950709,17.95303535611131,84.82738443233418,3.2663509641140287,3.844386384444949,0.3790484538059326,0.2031874255930635,0.3383084577114428,0.0099502487562189,0.0294117647058823,125.41641245295126,685.7643764630277,0.4718013203395159,0.2767332175307548,7412.177728869515,42346.02914068396,2.8544865882295563,0.2758035962917666,42224
35056.0,5118.0,7372.0,9233.0,14719.5,1.5916010229318875,2.599731776322169,0,14,159,0,11,0.1719789868317172,0.0942490559131605,2.2763207090806543,0.0572913373439125,0.0943396226415094,0.0714285714285714,44.24135220125786,4.9787894554424446,0.2928395920619123,0.2410306215522997,604.0630922398694,4439.13218445601,22630.04594578259,71948.16809464742,414.827256627902,1223.0255992685654,411.0278358659263,1215.3984441854102,10.6,81.28575000000001,219.8235542505745,3.448087631441992,10.556252115046448,52.4158404,142.838375407622,598.4905,1672.842686011402,418.8828050314466,1230.8702826856738,415.667,1238.4359751850848,309.70050000000003,961.432592335521,15,0,1,0.1999999999999999,159,0.0,14,16,14.0,0.1973684210526315,0.0568683970963497,288.79,763.8740064889457,54.2244452889826,143.96547641301376,1.2405755470070958,1.6458129206519718,0.03172824870919,0.0372836020050867,0.1257861635220125,0.0125786163522012,0.1,414.75373711340205,1226.4809715216518,0.3168831168831169,0.0810407413987402,22630.045945782585,69117.27324956936,1.383112113543124,0.1917728945499994,195
356.0,0.0,52.0,105.0,159.0,0.3661625229913631,-0.5942901706228185,6,20,45918,0,15,0.1041103385530161,0.1874008840164983,3.45811433271662,2.293082146374535,0.0004573369920292,0.0,,,,,0.0054102371352231,0.0063638995202764,0.0339465502908064,0.0668049232202859,0.0,0.0,0.0,0.0,2186.5714285714284,0.2167893789818627,0.2740071809173593,1.5578950411462062,6.321278976411136,0.1229119634789633,0.1560701331876877,0.8095238095238095,0.4023739080814782,0.3067195416596767,0.2001764846460832,0.2849450948124873,0.215006133123788,0.0,0.0,21,2,0,0.1238095238095238,45918,4.0,21,15,,0.0438413361169102,0.1068940415472535,0.8095238095238095,0.4023739080814782,0.1454999242220211,0.1158237387554977,0.7324081663355119,1.270962421151264,0.2568206912478987,0.4017936082734983,0.0004573369920292,0.0002395574720153,0.5238095238095238,0.2897371625049457,0.2058328856265693,0.0858779520546018,0.1445488563494815,0.033946550290806,0.0547885037753779,,,42821
356.0,0.0,52.0,105.0,159.0,0.3661625229913631,-0.5942901706228185,2,20,45918,0,19,0.0626810068333831,0.1591438829474816,3.8901837474707786,1.887485809082431,0.0004573369920292,0.0,,,,,0.2104696534771545,0.2277948506396046,0.8496190801722078,1.4537757230893356,,,,,2186.5714285714284,1.1384371474891355,0.5265940053924659,3.916941036210358,10.07746432217182,0.7240554155460222,0.4291363494498667,4.408825268882221,2.8772786839001934,0.0186564455477655,0.0989745824995163,-0.0036272729861786,0.2446117540653943,-3.1766379259894,2.383112494641016,21,1,0,0.1428571428571428,45918,2.0,21,16,,0.0408560311284046,0.0775633938673888,7.58546319487162,4.429158399964119,0.8735145494352229,0.3015310642405569,0.4805736249578656,0.9649314110719436,0.1536900209246081,0.3098707479425248,0.0004573369920292,0.0003048913280195,0.6666666666666666,-0.0029915190065996,0.1733025772346097,0.0797534598927453,0.1045794247128662,0.8496190801722039,0.3141743992987529,,,42822
